apple,microsoft
0.439732,1.838542
0.439732,1.854167
0.462054,1.84375
0.446429,1.802083
0.428571,1.833333
0.428571,1.817708
0.429688,1.833333
0.430804,1.864583
0.435268,1.885417
0.429688,1.890625
0.4375,1.875
0.450893,1.921875
0.46875,1.90625
0.473214,1.890625
0.492188,1.875
0.493304,1.875
0.495536,1.90625
0.491071,1.911458
0.473214,1.885417
0.462054,1.880208
0.459821,1.864583
0.459821,1.880208
0.464286,1.890625
0.453125,1.96875
0.457589,1.947917
0.453125,1.921875
0.444196,1.901042
0.4375,1.958333
0.433036,1.989583
0.457589,1.979167
0.477679,2.0
0.484375,2.046875
0.482143,2.072917
0.484375,2.114583
0.486607,2.0625
0.446429,1.984375
0.462054,2.005208
0.457589,2.020833
0.450893,2.005208
0.455357,2.020833
0.455357,1.994792
0.459821,2.002604
0.457589,1.963542
0.450893,1.973958
0.453125,2.005208
0.464286,2.104167
0.453125,2.119792
0.450893,2.119792
0.441964,2.114583
0.4375,2.151042
0.4375,2.125
0.439732,2.127604
0.440848,2.104167
0.444196,2.130208
0.449777,2.125
0.450893,2.125
0.448661,2.125
0.457589,2.132813
0.457589,2.166667
0.450893,2.151042
0.464286,2.223958
0.470982,2.213542
0.488839,2.255208
0.491071,2.302083
0.512277,2.307292
0.497768,2.307292
0.535714,2.375
0.524554,2.359375
0.513393,2.427083
0.522321,2.479167
0.540179,2.588542
0.549107,2.645833
0.555804,2.583333
0.555804,2.65625
0.575893,2.682292
0.569196,2.734375
0.604911,2.661458
0.575893,2.651042
0.573661,2.546875
0.549107,2.5
0.573661,2.614583
0.575893,2.59375
0.578125,2.598958
0.578125,2.520833
0.578125,2.552083
0.566964,2.59375
0.571429,2.572917
0.578125,2.463542
0.587054,2.609375
0.591518,2.598958
0.587054,2.635417
0.573661,2.630208
0.571429,2.617188
0.5625,2.588542
0.569196,2.471354
0.582589,2.614583
0.569196,2.546875
0.573661,2.484375
0.560268,2.458333
0.558036,2.416667
0.578125,2.4375
0.591518,2.385417
0.591518,2.395833
0.609375,2.416667
0.625,2.557292
0.611607,2.604167
0.604911,2.578125
0.604911,2.572917
0.591518,2.567708
0.575893,2.552083
0.566964,2.515625
0.569196,2.473958
0.571429,2.489583
0.569196,2.546875
0.564732,2.505208
0.564732,2.552083
0.560268,2.520833
0.566964,2.611979
0.564732,2.677083
0.569196,2.645833
0.5625,2.65625
0.5625,2.677083
0.566964,2.6875
0.580357,2.65625
0.578125,2.682292
0.570313,2.59375
0.546875,2.53125
0.520089,2.510417
0.511161,2.442708
0.526786,2.510417
0.524554,2.447917
0.526786,2.453125
0.544643,2.541667
0.508929,2.411458
0.5,2.463542
0.511161,2.526042
0.495536,2.432292
0.515625,2.463542
0.517857,2.682292
0.537946,2.6875
0.526786,2.59375
0.508929,2.463542
0.502232,2.427083
0.513393,2.46875
0.508929,2.416667
0.5,2.34375
0.493304,2.369792
0.484375,2.28125
0.511161,2.333333
0.535714,2.302083
0.53125,2.364583
0.540179,2.369792
0.542411,2.4375
0.549107,2.416667
0.549107,2.416667
0.553571,2.390625
0.555804,2.390625
0.558036,2.369792
0.560268,2.348958
0.544643,2.296875
0.549107,2.307292
0.542411,2.359375
0.533482,2.385417
0.537946,2.4375
0.526786,2.4375
0.53125,2.416667
0.529018,2.411458
0.535714,2.390625
0.533482,2.494792
0.511161,2.510417
0.513393,2.588542
0.504464,2.552083
0.484375,2.567708
0.488839,2.552083
0.491071,2.515625
0.484375,2.46875
0.482143,2.401042
0.479911,2.34375
0.486607,2.296875
0.482143,2.34375
0.462054,2.359375
0.4375,2.265625
0.424107,2.28125
0.410714,2.296875
0.392857,2.289063
0.401786,2.335938
0.40625,2.304688
0.415179,2.257813
0.408482,2.171875
0.408482,2.140625
0.417411,2.273438
0.428571,2.195313
0.4375,2.273438
0.415179,2.1875
0.412946,2.179688
0.392857,2.125
0.410714,2.15625
0.410714,2.164063
0.408482,2.179688
0.419643,2.203125
0.424107,2.242188
0.426339,2.21875
0.401786,2.242188
0.399554,2.171875
0.40625,2.1875
0.404018,2.242188
0.397321,2.179688
0.397321,2.222656
0.408482,2.273438
0.40625,2.296875
0.416295,2.328125
0.421875,2.296875
0.421875,2.296875
0.417411,2.273438
0.401786,2.3125
0.40625,2.304688
0.395089,2.234375
0.375,2.234375
0.386161,2.21875
0.397321,2.226563
0.390625,2.242188
0.397321,2.226563
0.401786,2.21875
0.395089,2.210938
0.397321,2.15625
0.398438,2.171875
0.399554,2.171875
0.399554,2.203125
0.395089,2.175781
0.386161,2.148438
0.395089,2.195313
0.399554,2.25
0.395089,2.296875
0.401786,2.320313
0.412946,2.3125
0.415179,2.328125
0.4375,2.367188
0.430804,2.382813
0.417411,2.375
0.428571,2.398438
0.428571,2.445313
0.4375,2.453125
0.4375,2.492188
0.439732,2.546875
0.426339,2.492188
0.421875,2.515625
0.408482,2.539063
0.417411,2.460938
0.417411,2.46875
0.410714,2.429688
0.421875,2.476563
0.412946,2.507813
0.401786,2.390625
0.397321,2.40625
0.401786,2.492188
0.399554,2.5
0.397321,2.476563
0.386161,2.453125
0.390625,2.570313
0.401786,2.578125
0.392857,2.570313
0.388393,2.609375
0.386161,2.59375
0.399554,2.648438
0.404018,2.636719
0.408482,2.601563
0.417411,2.648438
0.4375,2.65625
0.4375,2.757813
0.439732,2.757813
0.433036,2.8125
0.439732,2.820313
0.435268,2.765625
0.459821,2.8125
0.457589,2.757813
0.466518,2.773438
0.477679,2.808594
0.46875,2.78125
0.46875,2.796875
0.464286,2.757813
0.46875,2.78125
0.488839,2.867188
0.5,2.898438
0.491071,2.875
0.504464,2.898438
0.508929,2.929688
0.508929,2.921875
0.502232,2.90625
0.511161,2.902344
0.5,2.828125
0.515625,2.882813
0.522321,2.9375
0.504464,2.820313
0.508929,2.851563
0.508929,2.875
0.504464,2.859375
0.502232,2.890625
0.511161,2.898438
0.520089,2.90625
0.504464,2.835938
0.511161,2.859375
0.506696,2.875
0.515625,2.929688
0.515625,2.867188
0.511161,2.8125
0.511161,2.765625
0.513393,2.710938
0.506696,2.726563
0.502232,2.703125
0.493304,2.726563
0.513393,2.78125
0.520089,2.804688
0.533482,2.84375
0.537946,2.75
0.535714,2.726563
0.529018,2.726563
0.53125,2.726563
0.533482,2.710938
0.524554,2.6875
0.53125,2.65625
0.517857,2.65625
0.542411,2.71875
0.551339,2.78125
0.542411,2.726563
0.553571,2.726563
0.560268,2.78125
0.549107,2.796875
0.571429,2.882813
0.544643,2.734375
0.53125,2.796875
0.533482,2.78125
0.533482,2.765625
0.533482,2.742188
0.537946,2.804688
0.529018,2.789063
0.540179,2.765625
0.544643,2.734375
0.535714,2.695313
0.537946,2.734375
0.529018,2.695313
0.542411,2.730469
0.544643,2.796875
0.535714,2.742188
0.529018,2.648438
0.508929,2.765625
0.508929,2.710938
0.508929,2.640625
0.497768,2.695313
0.491071,2.664063
0.477679,2.589844
0.475446,2.53125
0.491071,2.539063
0.493304,2.558594
0.491071,2.492188
0.491071,2.4375
0.465402,2.46875
0.475446,2.578125
0.484375,2.632813
0.473214,2.617188
0.473214,2.554688
0.482143,2.648438
0.486607,2.648438
0.488839,2.609375
0.491071,2.582031
0.504464,2.625
0.506696,2.640625
0.508929,2.664063
0.506696,2.6875
0.5,2.789063
0.511161,2.757813
0.504464,2.710938
0.491071,2.679688
0.491071,2.679688
0.477679,2.601563
0.475446,2.609375
0.470982,2.601563
0.479911,2.703125
0.488839,2.75
0.466518,2.710938
0.456473,2.765625
0.46875,2.851563
0.457589,2.890625
0.450893,2.867188
0.446429,2.773438
0.446429,2.867188
0.4375,2.8125
0.446429,2.8125
0.441964,2.773438
0.450893,2.820313
0.430804,2.78125
0.430804,2.75
0.430804,2.726563
0.433036,2.71875
0.435268,2.710938
0.448661,2.710938
0.439732,2.640625
0.444196,2.59375
0.439732,2.546875
0.435268,2.515625
0.444196,2.59375
0.459821,2.679688
0.453125,2.65625
0.457589,2.671875
0.466518,2.710938
0.473214,2.75
0.486607,2.78125
0.477679,2.726563
0.491071,2.765625
0.491071,2.757813
0.484375,2.734375
0.477679,2.679688
0.493304,2.6875
0.495536,2.679688
0.495536,2.710938
0.488839,2.835938
0.511161,2.882813
0.524554,2.921875
0.506696,2.882813
0.506696,2.867188
0.5,2.859375
0.515625,2.96875
0.508929,2.921875
0.504464,2.90625
0.506696,2.992188
0.508929,2.992188
0.497768,2.9375
0.486607,2.945313
0.435268,2.90625
0.401786,2.898438
0.388393,2.851563
0.401786,2.867188
0.392857,2.84375
0.404018,2.90625
0.377232,2.898438
0.379464,2.859375
0.371652,2.828125
0.361607,2.773438
0.364955,2.789063
0.372768,2.75
0.361607,2.757813
0.360491,2.765625
0.361607,2.773438
0.359375,2.820313
0.345982,2.789063
0.348214,2.757813
0.341518,2.726563
0.341518,2.710938
0.334821,2.566406
0.325893,2.625
0.330357,2.65625
0.328125,2.648438
0.345982,2.625
0.328125,2.59375
0.332589,2.632813
0.254464,2.601563
0.25,2.484375
0.234375,2.476563
0.232143,2.453125
0.232143,2.523438
0.241071,2.40625
0.238839,2.445313
0.238839,2.453125
0.234375,2.375
0.241071,2.4375
0.245536,2.28125
0.252232,2.335938
0.258929,2.28125
0.261161,2.289063
0.274554,2.296875
0.261161,2.335938
0.261161,2.289063
0.263393,2.28125
0.254464,2.226563
0.245536,2.265625
0.236607,2.3125
0.245536,2.367188
0.247768,2.4375
0.258929,2.429688
0.256696,2.414063
0.247768,2.296875
0.25,2.359375
0.252232,2.390625
0.25,2.34375
0.243304,2.296875
0.241071,2.257813
0.236607,2.265625
0.236607,2.304688
0.236607,2.351563
0.232143,2.414063
0.232143,2.390625
0.232143,2.367188
0.234375,2.3125
0.238839,2.34375
0.234375,2.40625
0.234375,2.453125
0.216518,2.375
0.21875,2.367188
0.216518,2.398438
0.217634,2.359375
0.225446,2.382813
0.220982,2.359375
0.216518,2.375
0.227679,2.414063
0.223214,2.453125
0.223214,2.554688
0.220982,2.570313
0.216518,2.617188
0.214286,2.585938
0.203125,2.578125
0.202009,2.578125
0.205357,2.585938
0.212054,2.601563
0.209821,2.65625
0.207589,2.632813
0.203125,2.640625
0.214286,2.632813
0.216518,2.617188
0.214286,2.617188
0.247768,2.570313
0.25,2.53125
0.252232,2.5625
0.25,2.515625
0.245536,2.460938
0.272321,2.476563
0.270089,2.515625
0.265625,2.515625
0.267857,2.484375
0.283482,2.492188
0.276786,2.484375
0.274554,2.507813
0.279018,2.539063
0.294643,2.5
0.28125,2.460938
0.284598,2.382813
0.285714,2.46875
0.276786,2.46875
0.270089,2.5
0.274554,2.539063
0.28125,2.554688
0.28125,2.5625
0.285714,2.53125
0.303571,2.585938
0.299107,2.523438
0.294643,2.492188
0.292411,2.492188
0.290179,2.429688
0.292411,2.421875
0.292411,2.46875
0.287946,2.46875
0.283482,2.453125
0.285714,2.515625
0.283482,2.5625
0.283482,2.617188
0.28125,2.65625
0.285714,2.65625
0.285714,2.59375
0.283482,2.609375
0.270089,2.539063
0.252232,2.546875
0.261161,2.53125
0.258929,2.5
0.263393,2.5
0.263393,2.515625
0.261161,2.53125
0.254464,2.5625
0.243304,2.570313
0.243304,2.53125
0.247768,2.523438
0.256696,2.515625
0.261161,2.585938
0.254464,2.554688
0.265625,2.53125
0.263393,2.515625
0.270089,2.507813
0.283482,2.507813
0.301339,2.582031
0.285714,2.632813
0.294643,2.65625
0.299107,2.65625
0.287946,2.65625
0.267857,2.648438
0.274554,2.671875
0.276786,2.664063
0.270089,2.664063
0.261161,2.617188
0.263393,2.601563
0.296875,2.695313
0.296875,2.6875
0.310268,2.664063
0.301339,2.65625
0.299107,2.625
0.305804,2.640625
0.299107,2.664063
0.294643,2.65625
0.296875,2.648438
0.294643,2.632813
0.299107,2.625
0.299107,2.492188
0.321429,2.515625
0.319196,2.453125
0.323661,2.492188
0.323661,2.476563
0.330357,2.46875
0.328125,2.492188
0.334821,2.507813
0.332589,2.46875
0.325893,2.453125
0.323661,2.5
0.332589,2.492188
0.330357,2.5
0.330357,2.507813
0.323661,2.539063
0.328125,2.59375
0.314732,2.554688
0.319196,2.59375
0.321429,2.53125
0.330357,2.539063
0.339286,2.539063
0.327009,2.539063
0.332589,2.546875
0.330357,2.53125
0.34375,2.578125
0.341518,2.625
0.334821,2.65625
0.328125,2.648438
0.328125,2.640625
0.324777,2.65625
0.314732,2.570313
0.314732,2.664063
0.313616,2.679688
0.310268,2.71875
0.294643,2.734375
0.296875,2.703125
0.290179,2.585938
0.290179,2.609375
0.287946,2.578125
0.301339,2.664063
0.303571,2.734375
0.299107,2.789063
0.301339,2.804688
0.299107,2.71875
0.297991,2.710938
0.287946,2.648438
0.272321,2.640625
0.279018,2.609375
0.272321,2.648438
0.265625,2.71875
0.261161,2.765625
0.254464,2.796875
0.279018,2.875
0.265625,2.875
0.28125,2.953125
0.276786,2.976563
0.267857,2.875
0.267857,2.898438
0.276786,2.976563
0.276786,2.929688
0.296875,2.976563
0.287946,2.914063
0.287946,2.867188
0.283482,2.90625
0.276786,2.9375
0.272321,2.921875
0.265625,3.046875
0.267857,3.007813
0.265625,2.96875
0.265625,2.976563
0.274554,3.039063
0.283482,3.0625
0.276786,3.0625
0.276786,3.203125
0.270089,3.1875
0.28125,3.296875
0.270089,3.234375
0.263393,3.265625
0.254464,3.34375
0.253348,3.328125
0.242188,3.28125
0.245536,3.289063
0.243304,3.375
0.245536,3.351563
0.228795,3.242188
0.242188,3.265625
0.235491,3.289063
0.243304,3.320313
0.241071,3.351563
0.247768,3.390625
0.232143,3.34375
0.234375,3.28125
0.239955,3.257813
0.234375,3.296875
0.234375,3.21875
0.22433,3.125
0.225446,3.109375
0.234375,3.25
0.238839,3.210938
0.234375,3.234375
0.235491,3.226563
0.228795,3.148438
0.234375,3.035156
0.231027,3.03125
0.236607,3.117188
0.242188,3.101563
0.241071,3.015625
0.254464,3.015625
0.264509,3.085938
0.252093,3.046875
0.251116,3.21875
0.25558,3.164063
0.24442,3.125
0.237723,3.039063
0.282366,3.03125
0.277902,3.164063
0.283482,3.195313
0.279018,3.148438
0.276786,3.09375
0.284598,3.117188
0.300223,3.226563
0.299107,3.359375
0.292411,3.359375
0.295759,3.34375
0.293527,3.289063
0.295759,3.273438
0.299107,3.3125
0.300223,3.34375
0.305804,3.367188
0.30692,3.460938
0.310268,3.46875
0.30692,3.429688
0.311384,3.460938
0.310268,3.492188
0.310268,3.492188
0.310268,3.4375
0.311384,3.414063
0.310268,3.46875
0.305804,3.492188
0.314732,3.523438
0.319196,3.585938
0.314732,3.5625
0.321429,3.648438
0.315848,3.5625
0.314732,3.53125
0.314732,3.492188
0.31808,3.515625
0.321429,3.5625
0.319196,3.507813
0.31808,3.570313
0.319196,3.523438
0.31808,3.609375
0.313616,3.601563
0.320313,3.625
0.324777,3.570313
0.313616,3.554688
0.308036,3.519531
0.305804,3.578125
0.302455,3.554688
0.302455,3.5
0.301339,3.46875
0.303571,3.539063
0.301339,3.554688
0.304688,3.53125
0.300223,3.507813
0.296875,3.5
0.300223,3.429688
0.333705,3.46875
0.322545,3.414063
0.331473,3.398438
0.36942,3.445313
0.353795,3.492188
0.38058,3.539063
0.370536,3.578125
0.364955,3.5
0.362723,3.453125
0.366071,3.539063
0.368304,3.640625
0.363839,3.703125
0.381696,3.71875
0.371652,3.671875
0.38058,3.742188
0.386161,3.820313
0.378348,3.851563
0.375,3.890625
0.382813,3.921875
0.385045,3.921875
0.372768,3.9375
0.370536,3.914063
0.360491,3.84375
0.362723,3.867188
0.381696,4.015625
0.372768,3.96875
0.368304,3.890625
0.368304,3.921875
0.379464,4.03125
0.363839,4.046875
0.364955,4.039063
0.357143,4.007813
0.357143,4.03125
0.337054,3.953125
0.330357,3.851563
0.329241,3.859375
0.335938,3.90625
0.339286,3.976563
0.342634,4.015625
0.330357,3.914063
0.325893,3.921875
0.325893,3.960938
0.330357,3.953125
0.334821,3.96875
0.329241,3.945313
0.320313,3.90625
0.324777,3.945313
0.327009,3.960938
0.325893,3.90625
0.339286,3.960938
0.332589,3.976563
0.332589,3.960938
0.34933,3.914063
0.33817,3.765625
0.34375,3.84375
0.34375,3.789063
0.350446,3.8125
0.34933,3.796875
0.350446,3.804688
0.351563,3.867188
0.347098,3.84375
0.344866,3.765625
0.350446,3.804688
0.371652,3.742188
0.371652,3.804688
0.368304,3.789063
0.390625,3.820313
0.41183,3.828125
0.41183,3.875
0.40067,3.953125
0.397321,4.046875
0.401786,4.054688
0.40625,4.03125
0.419643,3.929688
0.373884,3.8125
0.377232,3.9375
0.352679,3.851563
0.364955,3.804688
0.356027,3.757813
0.358259,3.757813
0.361607,3.695313
0.363839,3.710938
0.358259,3.671875
0.375,3.71875
0.363839,3.757813
0.360491,3.796875
0.366071,3.828125
0.376116,3.882813
0.389509,3.875
0.388393,3.875
0.390625,3.882813
0.386161,3.757813
0.385045,3.804688
0.382813,3.796875
0.38058,3.78125
0.362723,3.734375
0.367188,3.828125
0.358259,3.835938
0.341518,3.835938
0.34375,3.867188
0.354911,3.945313
0.358259,3.953125
0.354911,3.976563
0.354911,3.953125
0.356027,4.023438
0.345982,4.109375
0.356027,4.28125
0.353795,4.242188
0.353795,4.289063
0.341518,4.335938
0.316964,4.484375
0.314732,4.375
0.316964,4.40625
0.313616,4.382813
0.316964,4.453125
0.323661,4.40625
0.33817,4.460938
0.333705,4.578125
0.335938,4.546875
0.323661,4.554688
0.303571,4.601563
0.309152,4.53125
0.313616,4.484375
0.316964,4.4375
0.319196,4.390625
0.304688,4.367188
0.332589,4.414063
0.330357,4.390625
0.329241,4.34375
0.328125,4.476563
0.341518,4.507813
0.350446,4.484375
0.340402,4.71875
0.34375,4.835938
0.334821,4.789063
0.331473,4.78125
0.332589,4.726563
0.348214,4.710938
0.34933,4.851563
0.335938,4.984375
0.34375,4.976563
0.339286,4.929688
0.341518,5.117188
0.341518,5.132813
0.341518,5.015625
0.341518,5.09375
0.345982,5.085938
0.356027,4.992188
0.362723,5.0
0.370536,5.007813
0.371652,4.945313
0.364955,5.085938
0.385045,5.039063
0.385045,5.09375
0.390625,5.328125
0.393973,5.351563
0.382813,5.265625
0.379464,5.335938
0.393973,5.46875
0.390625,5.570313
0.386161,5.492188
0.383929,5.574219
0.38058,5.5
0.376116,5.203125
0.373884,5.3125
0.373884,5.234375
0.378348,5.164063
0.389509,5.304688
0.393973,5.179688
0.387277,5.257813
0.389509,5.234375
0.392857,5.289063
0.397321,5.257813
0.391741,5.210938
0.389509,5.25
0.391741,5.3125
0.391741,5.453125
0.410714,5.648438
0.425223,5.742188
0.4375,5.664063
0.435268,5.671875
0.430804,5.6875
0.422991,5.59375
0.410714,5.421875
0.414063,5.5
0.421875,5.601563
0.415179,5.679688
0.418527,5.726563
0.415179,5.664063
0.418527,5.804688
0.434152,6.0
0.426339,6.1875
0.421875,6.046875
0.422991,6.257813
0.422991,6.140625
0.436384,6.734375
0.4375,6.6875
0.419643,6.0625
0.410714,5.953125
0.383929,5.875
0.392857,5.789063
0.410714,5.96875
0.412946,6.101563
0.40625,6.03125
0.417411,6.0
0.40625,5.820313
0.40067,5.671875
0.391741,5.6875
0.393973,5.5
0.401786,5.710938
0.393973,5.90625
0.389509,5.882813
0.38058,6.109375
0.385045,6.0625
0.382813,5.921875
0.383929,6.054688
0.391741,6.203125
0.392857,6.148438
0.398438,6.179688
0.40067,6.230469
0.40067,6.09375
0.396205,5.945313
0.40067,6.25
0.407366,6.132813
0.409598,6.023438
0.40067,5.898438
0.383929,5.632813
0.386161,5.804688
0.387277,5.835938
0.383929,5.734375
0.388393,5.679688
0.391741,5.953125
0.392857,5.890625
0.399554,5.859375
0.40067,5.960938
0.397321,6.109375
0.382813,6.007813
0.36942,6.007813
0.333705,5.921875
0.324777,5.828125
0.328125,5.75
0.332589,5.84375
0.325893,5.703125
0.329241,5.617188
0.341518,5.65625
0.337054,5.648438
0.334821,5.5
0.325893,5.5625
0.339286,5.726563
0.337054,5.65625
0.340402,5.507813
0.327009,5.507813
0.323661,5.375
0.328125,5.46875
0.315848,5.304688
0.30692,5.078125
0.314732,5.367188
0.3125,5.4375
0.319196,5.53125
0.323661,5.359375
0.325893,5.453125
0.330357,6.140625
0.320313,5.953125
0.314732,6.03125
0.313616,5.9375
0.316964,6.023438
0.314732,6.101563
0.311384,5.984375
0.311384,6.09375
0.311384,6.203125
0.314732,6.4375
0.327009,6.257813
0.329241,6.164063
0.328125,6.25
0.325893,6.0625
0.337054,6.03125
0.354911,5.867188
0.354911,6.03125
0.351563,6.15625
0.359375,6.039063
0.366071,5.992188
0.375,5.898438
0.364955,5.65625
0.357143,5.625
0.359375,5.523438
0.345982,5.367188
0.344866,5.523438
0.347098,5.476563
0.362723,5.539063
0.351563,5.4375
0.358259,5.742188
0.347098,5.59375
0.339286,5.445313
0.358259,5.382813
0.34375,5.492188
0.354911,5.382813
0.345982,5.695313
0.345982,5.789063
0.352679,5.90625
0.344866,5.8125
0.341518,5.695313
0.347098,5.765625
0.316964,5.570313
0.313616,5.523438
0.292411,5.460938
0.299107,5.695313
0.292411,5.484375
0.291295,5.632813
0.290179,5.640625
0.28683,5.648438
0.28683,5.515625
0.285714,5.453125
0.287946,5.492188
0.285714,5.570313
0.289063,5.453125
0.282366,5.390625
0.308036,5.40625
0.309152,5.375
0.290179,5.03125
0.291295,5.21875
0.310268,5.40625
0.301339,5.367188
0.30692,5.226563
0.30692,5.296875
0.293527,5.34375
0.276786,5.640625
0.265625,5.726563
0.301339,5.710938
0.28683,5.617188
0.283482,5.710938
0.271205,5.570313
0.258929,5.671875
0.241071,5.679688
0.247768,5.671875
0.245536,5.765625
0.257813,5.875
0.265067,5.796875
0.261161,6.03125
0.265625,6.0
0.245536,6.039063
0.248884,6.171875
0.251116,6.234375
0.25,6.109375
0.252232,6.257813
0.246652,6.15625
0.251116,6.171875
0.25,6.078125
0.262277,6.109375
0.267857,6.25
0.266741,6.414063
0.267857,6.4375
0.266741,6.296875
0.257813,6.296875
0.245536,6.1875
0.246652,6.148438
0.243304,6.0
0.236607,6.0
0.238839,6.140625
0.234375,6.070313
0.229911,5.96875
0.234375,5.945313
0.232143,6.015625
0.231027,6.139648
0.231027,6.320313
0.232143,6.25
0.231585,6.398438
0.235491,6.648438
0.229911,6.640625
0.227679,6.515625
0.225446,6.320313
0.227679,6.34375
0.214286,6.210938
0.207589,6.453125
0.220982,6.367188
0.216518,6.398438
0.22433,6.446289
0.228795,6.421875
0.22433,6.507813
0.219866,6.539063
0.21317,6.40625
0.222098,6.5
0.233259,6.34375
0.233259,6.34375
0.231027,6.320313
0.227679,6.3125
0.231027,6.515625
0.231027,6.578125
0.226563,6.625
0.219866,6.976563
0.225446,6.90625
0.22433,7.046875
0.219866,7.0625
0.217634,6.96875
0.223214,7.046875
0.223214,7.085938
0.222098,7.039063
0.217634,7.054688
0.21875,7.195313
0.215402,7.03125
0.222098,6.9375
0.235491,6.976563
0.243304,7.054688
0.235491,7.140625
0.234375,7.148438
0.242188,7.1875
0.247768,7.453125
0.248884,7.4375
0.252232,7.25
0.253348,7.367188
0.248884,7.335938
0.25,7.296875
0.24442,7.1875
0.233259,7.304688
0.234375,7.40625
0.238839,7.421875
0.234375,7.335938
0.222098,7.328125
0.228795,7.410156
0.231027,7.421875
0.214286,7.414063
0.226563,7.375
0.223214,7.609375
0.214286,7.351563
0.217634,7.5625
0.216518,7.546875
0.21875,7.679688
0.217634,7.820313
0.220982,7.796875
0.215402,7.695313
0.210938,7.78125
0.206473,7.65625
0.208705,7.625
0.204241,7.648438
0.202009,7.75
0.197545,7.765625
0.184152,7.617188
0.178571,7.53125
0.186384,7.53125
0.188616,7.515625
0.190848,7.648438
0.18192,7.601563
0.172991,7.507813
0.175223,7.40625
0.174107,7.554688
0.170759,7.5
0.167411,7.390625
0.164063,7.199219
0.16183,7.023438
0.155134,6.890625
0.155134,7.359375
0.191964,7.328125
0.186384,7.359375
0.186384,7.563477
0.183036,7.5
0.178571,6.84375
0.188616,7.25
0.191964,7.46875
0.196429,7.453125
0.202009,7.367188
0.189732,7.4375
0.196429,7.367188
0.19308,7.632813
0.19308,7.71875
0.1875,7.601563
0.194196,7.773438
0.199777,7.757813
0.198661,7.796875
0.208705,7.765625
0.204241,7.8125
0.202009,7.742188
0.202009,7.796875
0.202009,7.820313
0.199777,7.742188
0.21317,7.734375
0.209821,7.65625
0.205357,7.757813
0.205357,7.804688
0.21317,7.710938
0.215402,7.695313
0.222098,7.8125
0.222098,7.828125
0.220982,7.765625
0.215402,7.625
0.21317,7.710938
0.209821,7.671875
0.206473,7.625
0.202009,7.65625
0.197545,7.796875
0.191964,7.746094
0.1875,7.84375
0.18192,8.101563
0.191964,8.195313
0.204241,8.304688
0.205357,8.375
0.210938,8.53125
0.208705,8.5625
0.204241,8.601563
0.199777,8.59375
0.200893,8.59375
0.199777,8.484375
0.198661,8.28125
0.197545,8.34375
0.196429,8.234375
0.210938,8.304688
0.210938,8.421875
0.204241,8.414063
0.205357,8.523438
0.209821,8.609375
0.208705,8.5
0.21317,8.359375
0.217634,8.414063
0.21875,8.585938
0.229911,8.671875
0.225446,8.671875
0.245536,8.640625
0.236607,8.375
0.236607,8.421875
0.228795,8.320313
0.220982,8.289063
0.223214,8.429688
0.222098,8.539063
0.22433,8.542969
0.219866,8.554688
0.209821,8.460938
0.207589,8.523438
0.208705,8.578125
0.217634,8.578125
0.21875,8.65625
0.228795,8.835938
0.226563,9.046875
0.231027,8.960938
0.235491,8.960938
0.233259,9.0
0.226563,8.976563
0.227679,9.078125
0.231027,9.421875
0.223214,9.335938
0.222098,9.40625
0.222098,9.75
0.222098,9.65625
0.21875,9.421875
0.226563,9.445313
0.222098,9.625
0.215402,9.632813
0.21875,9.71875
0.215402,9.84375
0.225446,9.898438
0.22433,9.695313
0.223214,9.585938
0.217634,9.3125
0.225446,9.796875
0.222098,10.546875
0.212054,10.125
0.215402,10.625
0.212054,10.140625
0.209821,10.03125
0.199777,9.578125
0.203125,10.171875
0.205357,10.5
0.200893,10.6875
0.214286,10.515625
0.207589,10.515625
0.207589,10.65625
0.204241,10.6875
0.206473,10.671875
0.190848,10.5
0.188616,10.390625
0.188616,10.28125
0.157366,10.578125
0.16183,10.5625
0.162946,10.625
0.158482,10.46875
0.157366,10.25
0.165179,10.640625
0.164063,10.53125
0.160714,10.703125
0.152902,10.625
0.149554,10.703125
0.15067,10.875
0.151786,11.328125
0.155134,11.890625
0.154018,12.265625
0.154018,11.890625
0.152902,12.0625
0.151786,12.296875
0.148438,12.09375
0.149554,12.28125
0.148438,12.734375
0.15067,12.828125
0.145089,12.796875
0.136161,12.890625
0.136161,12.28125
0.147321,12.296875
0.143973,12.59375
0.141741,12.28125
0.140625,12.296875
0.140625,12.5625
0.145089,12.421875
0.148438,12.203125
0.159598,12.171875
0.157366,12.109375
0.15067,11.859375
0.145089,11.78125
0.151786,12.5
0.151786,12.4375
0.151786,12.53125
0.15067,12.015625
0.147321,12.125
0.145089,12.40625
0.148438,12.4375
0.151786,12.59375
0.149554,12.296875
0.148438,12.140625
0.148438,12.453125
0.145089,12.21875
0.146205,12.28125
0.146205,12.46875
0.145089,12.3125
0.146205,12.578125
0.146205,12.21875
0.142857,12.078125
0.15625,12.0625
0.147321,11.640625
0.148438,11.328125
0.146205,11.34375
0.15625,11.890625
0.166295,11.640625
0.157366,11.265625
0.159598,11.609375
0.165179,11.375
0.170759,11.71875
0.176339,11.953125
0.175223,12.078125
0.171875,12.390625
0.169643,12.21875
0.168527,11.9375
0.164063,11.84375
0.170759,12.234375
0.166295,12.078125
0.162946,12.3125
0.170759,13.0
0.166295,13.375
0.16183,13.453125
0.164063,13.828125
0.165179,14.578125
0.157366,14.1875
0.158482,14.21875
